# File generated by CMD 2.8 (http://stev.oapd.inaf.it/cmd) on Fri Jul 15 04:10:51 CEST 2016
# PARSEC isochrones, release v1.2S
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287
# Warning: you choose not to include the TP-AGB phase!
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# Using NBC version of bolometric corrections as in Chen et al. (2014), MNRAS, 444, 2525
# BCs of Carbon stars derive from Aringer et al. (2009, A&A 503, 913)
# O-rich circumstellar dust ignored
# C-rich circumstellar dust ignored
# IMF: Chabrier (2001) lognormal 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Kind of output: isochrone tables
#	Isochrone  Z = 0.01500	Y = 0.27513	[M/H] = 0.009	eta_R = 0.200	Age = 	1.0000e+10 yr
#      Z	log(age/yr)	M_ini   	M_act	logL/Lo	logTe	logG	mbol    U       B       V       R       I       J       H       K	int_IMF	stage
	0.015000	10.0000	0.09000000	0.0900	-3.4222	3.3629	5.2180	13.326	25.867	22.176	20.120	17.236	14.535	11.131	10.541	10.240	1.46765435	1
	0.015000	10.0000	0.10000000	0.1000	-3.2392	3.3889	5.1847	12.868	23.824	20.655	18.710	16.179	13.707	10.739	10.144	9.835	1.57040203	1
	0.015000	10.0000	0.12000000	0.1200	-2.9735	3.4239	5.1384	12.204	21.040	18.563	16.761	14.701	12.539	10.162	9.561	9.245	1.74782515	1
	0.015000	10.0000	0.14000000	0.1400	-2.7903	3.4440	5.1025	11.746	19.506	17.356	15.642	13.820	11.824	9.752	9.148	8.832	1.89584959	1
	0.015000	10.0000	0.16000000	0.1600	-2.6486	3.4576	5.0732	11.392	18.492	16.535	14.869	13.197	11.320	9.431	8.825	8.514	2.02115250	1
	0.015000	10.0000	0.20000000	0.2000	-2.4289	3.4764	5.0254	10.842	17.143	15.410	13.803	12.314	10.602	8.927	8.318	8.018	2.22178221	1
	0.015000	10.0000	0.25000000	0.2500	-2.2156	3.4926	4.9740	10.309	16.017	14.439	12.869	11.513	9.953	8.435	7.822	7.535	2.40809011	1
	0.015000	10.0000	0.30000001	0.3000	-2.0494	3.5031	4.9291	9.894	15.276	13.780	12.244	10.959	9.480	8.044	7.427	7.151	2.54750419	1
	0.015000	10.0000	0.34999999	0.3500	-1.9035	3.5118	4.8849	9.529	14.670	13.231	11.722	10.490	9.073	7.699	7.078	6.811	2.65552020	1
	0.015000	10.0000	0.40000001	0.4000	-1.7589	3.5230	4.8428	9.167	14.049	12.660	11.180	10.005	8.667	7.365	6.736	6.480	2.74133730	1
	0.015000	10.0000	0.44999999	0.4500	-1.6084	3.5354	4.7932	8.791	13.432	12.077	10.626	9.507	8.249	7.019	6.381	6.137	2.81098008	1
	0.015000	10.0000	0.50000000	0.5000	-1.4491	3.5509	4.7416	8.393	12.793	11.453	10.029	8.968	7.808	6.660	6.009	5.781	2.86847806	1
	0.015000	10.0000	0.55000001	0.5500	-1.2705	3.5713	4.6859	7.946	12.093	10.740	9.339	8.337	7.319	6.269	5.603	5.396	2.91663504	1
	0.015000	10.0000	0.60000002	0.5999	-1.0955	3.5965	4.6496	7.509	11.388	10.006	8.644	7.703	6.847	5.898	5.210	5.041	2.95739889	1
