# File generated by CMD 2.8 (http://stev.oapd.inaf.it/cmd) on Fri Jul 15 04:11:12 CEST 2016
# PARSEC isochrones, release v1.2S
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287
# Warning: you choose not to include the TP-AGB phase!
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# Using NBC version of bolometric corrections as in Chen et al. (2014), MNRAS, 444, 2525
# BCs of Carbon stars derive from Aringer et al. (2009, A&A 503, 913)
# O-rich circumstellar dust ignored
# C-rich circumstellar dust ignored
# IMF: Chabrier (2001) lognormal 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Kind of output: isochrone tables
#	Isochrone  Z = 0.01500	Y = 0.27513	[M/H] = 0.009	eta_R = 0.200	Age = 	1.0000e+09 yr
#      Z	log(age/yr)	M_ini   	M_act	logL/Lo	logTe	logG	mbol    U       B       V       R       I       J       H       K	int_IMF	stage
	0.015000	9.0000	0.09000000	0.0900	-3.3869	3.3658	5.1945	13.237	25.555	21.949	19.914	17.079	14.407	11.051	10.461	10.156	1.46765435	0
	0.015000	9.0000	0.10000000	0.1000	-3.2223	3.3897	5.1712	12.826	23.704	20.567	18.630	16.115	13.653	10.699	10.105	9.793	1.57040203	0
	0.015000	9.0000	0.12000000	0.1200	-2.9733	3.4235	5.1364	12.203	21.061	18.578	16.775	14.710	12.545	10.161	9.560	9.243	1.74782515	0
	0.015000	9.0000	0.12258600	0.1226	-2.9498	3.4262	5.1329	12.144	20.840	18.410	16.618	14.589	12.447	10.109	9.507	9.190	1.76845706	0
	0.015000	9.0000	0.14000000	0.1400	-2.7924	3.4435	5.1025	11.751	19.535	17.378	15.662	13.836	11.835	9.756	9.152	8.836	1.89584959	0
	0.015000	9.0000	0.14891084	0.1489	-2.7277	3.4497	5.0896	11.589	19.067	16.999	15.309	13.551	11.601	9.609	9.004	8.690	1.95409930	1
	0.015000	9.0000	0.16000000	0.1600	-2.6518	3.4570	5.0740	11.400	18.528	16.563	14.895	13.217	11.334	9.438	8.831	8.520	2.02115250	1
	0.015000	9.0000	0.20000000	0.2000	-2.4365	3.4757	5.0303	10.861	17.193	15.450	13.841	12.345	10.627	8.945	8.335	8.035	2.22178221	1
	0.015000	9.0000	0.25000000	0.2500	-2.2346	3.4921	4.9911	10.356	16.090	14.501	12.927	11.566	10.003	8.481	7.868	7.582	2.40809011	1
	0.015000	9.0000	0.30000001	0.3000	-2.0800	3.5031	4.9593	9.970	15.372	13.864	12.323	11.035	9.555	8.120	7.504	7.227	2.54750419	1
	0.015000	9.0000	0.31372148	0.3137	-2.0327	3.5055	4.9414	9.852	15.178	13.690	12.158	10.886	9.425	8.008	7.390	7.116	2.57981539	1
	0.015000	9.0000	0.34999999	0.3500	-1.9255	3.5125	4.9096	9.584	14.720	13.276	11.765	10.535	9.124	7.756	7.135	6.868	2.65552020	0
	0.015000	9.0000	0.35658914	0.3566	-1.9048	3.5140	4.9031	9.532	14.629	13.194	11.687	10.465	9.066	7.708	7.086	6.821	2.66792917	0
	0.015000	9.0000	0.40000001	0.4000	-1.7788	3.5236	4.8652	9.217	14.093	12.701	11.218	10.046	8.713	7.416	6.788	6.532	2.74133730	0
	0.015000	9.0000	0.44999999	0.4500	-1.6291	3.5357	4.8153	8.843	13.482	12.124	10.670	9.552	8.299	7.072	6.434	6.191	2.81098008	0
	0.015000	9.0000	0.50000000	0.5000	-1.4736	3.5504	4.7640	8.454	12.863	11.521	10.095	9.031	7.870	6.720	6.071	5.842	2.86847806	0
	0.015000	9.0000	0.51309294	0.5131	-1.4299	3.5555	4.7522	8.345	12.685	11.343	9.923	8.875	7.749	6.625	5.972	5.748	2.88191652	0
	0.015000	9.0000	0.55000001	0.5500	-1.3129	3.5690	4.7191	8.052	12.224	10.873	9.468	8.460	7.427	6.369	5.707	5.496	2.91663504	0
	0.015000	9.0000	0.60000002	0.6000	-1.1512	3.5923	4.6884	7.648	11.562	10.191	8.819	7.868	6.989	6.027	5.347	5.169	2.95739889	0
	0.015000	9.0000	0.63961202	0.6396	-1.0231	3.6126	4.6696	7.328	11.035	9.636	8.319	7.415	6.650	5.753	5.066	4.923	2.98552775	1
	0.015000	9.0000	0.64999998	0.6500	-0.9907	3.6181	4.6658	7.247	10.895	9.493	8.192	7.300	6.564	5.684	4.999	4.863	2.99236870	1
	0.015000	9.0000	0.69999999	0.7000	-0.8364	3.6461	4.6558	6.861	10.083	8.744	7.560	6.753	6.162	5.369	4.714	4.617	3.02253795	1
	0.015000	9.0000	0.72807038	0.7281	-0.7525	3.6624	4.6542	6.651	9.507	8.314	7.210	6.466	5.941	5.206	4.596	4.512	3.03771186	1
	0.015000	9.0000	0.75000000	0.7500	-0.6895	3.6747	4.6534	6.494	9.063	8.000	6.957	6.265	5.777	5.087	4.516	4.438	3.04879928	1
	0.015000	9.0000	0.80000001	0.8000	-0.5576	3.6949	4.6304	6.164	8.297	7.447	6.495	5.884	5.444	4.822	4.315	4.246	3.07187057	1
	0.015000	9.0000	0.83062470	0.8306	-0.4797	3.7067	4.6159	5.969	7.865	7.138	6.236	5.668	5.251	4.669	4.197	4.133	3.08463430	1
